央视,#genre#	
埋堆堆37,http://43.128.40.42:198/虎牙直播/huya.php?id=23863778

埋堆堆38,http://43.128.40.42:198/虎牙直播/huya.php?id=23824164

埋堆堆39,http://43.128.40.42:198/虎牙直播/huya.php?id=23829537

埋堆堆40,http://43.128.40.42:198/虎牙直播/huya.php?id=23863809

埋堆堆41,http://43.128.40.42:198/虎牙直播/huya.php?id=23865096

埋堆堆42,http://43.128.40.42:198/虎牙直播/huya.php?id=23863804

埋堆堆43,http://43.128.40.42:198/虎牙直播/huya.php?id=23728630

埋堆堆44,http://43.128.40.42:198/虎牙直播/huya.php?id=23863895

埋堆堆45,http://43.128.40.42:198/虎牙直播/huya.php?id=23863787

埋堆堆46,http://43.128.40.42:198/虎牙直播/huya.php?id=23728637

埋堆堆47,http://43.128.40.42:198/虎牙直播/huya.php?id=23865142


HBO,#genre#
HBO HD,http://brtv2021.top:8080/Fuyjhhg435/GgQZgpNZjF/10117
HBO2 HD,http://brtv2021.top:8080/Fuyjhhg435/GgQZgpNZjF/10118
HBO Family HD,http://brtv2021.top:8080/Fuyjhhg435/GgQZgpNZjF/10121
HBO Signature HD,http://brtv2021.top:8080/Fuyjhhg435/GgQZgpNZjF/10122
HBO PLUS HD,http://brtv2021.top:8080/Fuyjhhg435/GgQZgpNZjF/10119
HBO POP HD,http://brtv2021.top:8080/Fuyjhhg435/GgQZgpNZjF/10123
HBO FHD HVEC,http://brtv2021.top:8080/Fuyjhhg435/GgQZgpNZjF/10293
HBO Mundi HD,http://brtv2021.top:8080/Fuyjhhg435/GgQZgpNZjF/10294
HBO Xtreme HD,http://brtv2021.top:8080/Fuyjhhg435/GgQZgpNZjF/10295
HBO FAMILY H.265,http://brtv2021.top:8080/Fuyjhhg435/GgQZgpNZjF/10615
HBO H.265,http://brtv2021.top:8080/Fuyjhhg435/GgQZgpNZjF/10618
HBO MUNDI H.265,http://brtv2021.top:8080/Fuyjhhg435/GgQZgpNZjF/10620
HBO PLUS H.265,http://brtv2021.top:8080/Fuyjhhg435/GgQZgpNZjF/10623
HBO POP H.265,http://brtv2021.top:8080/Fuyjhhg435/GgQZgpNZjF/10626
HBO SIGNATURE H.265,http://brtv2021.top:8080/Fuyjhhg435/GgQZgpNZjF/10630
HBO XTREME H.265,http://brtv2021.top:8080/Fuyjhhg435/GgQZgpNZjF/10633
HBO 2 H.265,http://brtv2021.top:8080/Fuyjhhg435/GgQZgpNZjF/10740
HBO MAX 1,http://brtv2021.top:8080/Fuyjhhg435/GgQZgpNZjF/10934
HBO MAX 2 HD,http://brtv2021.top:8080/Fuyjhhg435/GgQZgpNZjF/11192

测试1,#genre#

凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
凤凰中文,http://playtv-live.ifeng.com:80/live/06OLEGEGM4G.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
凤凰资讯,http://playtv-live.ifeng.com:80/live/06OLEEWQKN4.m3u8
凤凰中文,https://playtv-live.ifeng.com/live/06OLEGEGM4G.m3u8
凤凰中文,http://107.151.203.111:2209/135/hk.php?id=fhzw
凤凰资讯,http://107.151.203.111:2209/135/hk.php?id=fhzx
凤凰电影,http://111.59.189.40:8445/tsfile/live/1022_1.m3u8 
澳门莲花,http://anren.live/HK/BiIOU11uLA.m3u8
翡翠台,http://r.jdshipin.com/qClQf
明珠台,http://r.jdshipin.com/ZQ4kN
明珠台,http://120.84.96.62:808/hls/26/index.m3u8?blog.ntnas.top
有线新闻,http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
功夫台,https://cn-hbyc2-dx-live-01.bilivideo.com/live-bvc/545768/live_179302204_68184269.m3u8 
莲花卫视,http://107.151.203.111:2209/135/hk.php?id=amlh
澳亚卫视,http://107.151.203.111:2209/135/hk.php?id=aoya
J2,http://baidu.douyincdn.freetvtv.com/j2/index.m3u8
港台電視31,http://2022.stream-link.org/playlist/rthk_31
港台電視32,http://2022.stream-link.org/playlist/rthk_32
翡翠台,http://baidu.douyincdn.freetvtv.com/jade2/index.m3u8
明珠台,http://baidu.douyincdn.freetvtv.com/peal/m2.m3u8
有线新闻台,http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
耀才财经新闻,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8?wowzasessionid=64000?zgangd
耀才财经新闻,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
财经体育资讯台,https://p2.weizan.cn/1646497941/269664979080385265/live.m3u8
巴西_Universal,http://208.115.225.174:14128
WB TV,http://208.115.225.174:14132
HBO,http://208.115.225.174:14136
HBO 2,http://208.115.225.174:14140
HBO Mundi,http://208.115.225.174:14148
HBO signature,http://208.115.225.174:14160
HBO,http://208.115.225.174:14165
Sbt,http://208.115.225.174:14170
Sbt,http://208.115.225.174:14173
Sbt,http://208.115.225.174:14176
Animal Planet,http://208.115.225.174:14192
AOVIVO,http://208.115.225.174:14259
BDMG,http://208.115.225.174:14263
AOVIVO,http://208.115.225.174:14271
Show FE,http://208.115.225.174:14420
Show FE,http://208.115.225.174:14428
Premiere,http://208.115.225.174:14460
Premiere,http://208.115.225.174:14468
ESPN 4,http://208.115.225.174:14510
有线新闻,http://61.10.2.140:80/live_freedirect/freehd209_h.live/chunklist_w135209556.m3u8
HBO,http://hpull.kktv8.com/livekktv/128600025/playlist.m3u8
澳门莲花,http://nettvpro.live/hls/lotustv.php
澳门莲花,http://anren.live/HK/BiIOU11uLA.m3u8
澳门莲花,https://p.ggiptv.com/v/macaulotustv.php
耀才财经,http://202.69.67.66:443/webcast/bshdlive-pc/playlist.m3u8
WB TV,http://208.115.225.174:14132
HBO,http://208.115.225.174:14136
HBO 2,http://208.115.225.174:14140
HBO Mundi,http://208.115.225.174:14148
HBO signature,http://208.115.225.174:14160
HBO X,http://208.115.225.174:14165
动物星球,http://208.115.225.174:14192

测试2,#genre#

台视,http://2023.stream-link.org/playlist/ttv
台视,http://2023.stream-link.org/playlist/ttv
华视,http://2023.stream-link.org/playlist/cts_zy
中视新闻,http://2023.stream-link.org/playlist/ctv_news
民视新闻,http://2023.stream-link.org/playlist/ftv_news
华视新闻,http://2023.stream-link.org/playlist/cts_news
中天新闻,http://2023.stream-link.org/playlist/cti_news
寰宇新闻台,http://2023.stream-link.org/playlist/global_tw
TVBS HD,http://2023.stream-link.org/playlist/tvbs
TVBS新闻,http://2023.stream-link.org/playlist/tvbs_news
TVBS新闻,http://2023.stream-link.org/playlist/tvbs_news
三立LIVE,http://2023.stream-link.org/playlist/set_news
三立LIVE+,http://2023.stream-link.org/playlist/set_news+
三立財經,http://2023.stream-link.org/playlist/set_inews
东森LIVE,http://2023.stream-link.org/playlist/ebc_news
东森LIVE,http://2023.stream-link.org/playlist/ebc_news
东森LIVE,http://2023.stream-link.org/playlist/ebc_news
東森財經,http://2023.stream-link.org/playlist/ebc_finance
東森yoyo,http://2023.stream-link.org/playlist/ebc_yoyo
中天综合,http://2023.stream-link.org/playlist/cti_zh

测试3,#genre#
翡翠台,http://23.237.10.66:16106
TVB翡翠华丽,http://23.237.10.66:16410
民视无线台,http://23.237.10.66:16334
TVB J2,http://23.237.10.66:16106
台视,http://23.237.10.66:16344
TVB Jade,http://23.237.10.66:16106
Kix,http://23.237.10.66:16106
Stockton GovTV,http://23.237.10.66:16106
BOO驚悚台,http://23.237.10.66:16420
印度電影,http://23.237.10.66:16054
電視劇場,http://23.237.10.66:16406
中天新闻http://23.237.10.66:16372
翡翠华丽http://23.237.10.66:16410
TVB华丽台,http://23.237.10.66:16410
MULTI SHOW,http://23.237.10.66:16124
丹麥-Sportv2,http://23.237.10.66:16180
翡翠台,http://23.237.10.66:16410
星衛娛樂台,http://23.237.10.66:16359
中天綜合 HD,http://23.237.10.66:16372
台視HD,http://23.237.10.66:16344
民視HD,http://23.237.10.66:16334
Mediacorp Suria,http://23.237.10.66:16492
AL JADEED,http://23.237.10.66:16106
CGTN Documentary,http://23.237.10.66:16473
DIDIK TV,http://23.237.10.66:16404
DIDIK TV,http://23.237.10.66:16405
民视HD,http://23.237.10.66:16334
台视HD,http://23.237.10.66:16344
AL JADEED LEBANON,http://23.237.10.66:16106
CTi亞洲台,http://23.237.10.66:16106
CGTN,http://23.237.10.66:16428
TVB,http://23.237.10.66:16106
KotiTV,http://23.237.10.66:16106
AniPlus,http://23.237.10.66:16106
TVB Jade,http://23.237.10.66:16106
纬来体育,http://123.51.230.108:18509/.m3u8
starworld,http://123.51.230.108:18504/.m3u8
好消息,http://123.51.230.108:18507/.m3u8
NHK,http://123.51.230.108:18525/.m3u8
东森戏剧,http://123.51.230.108:18538/.m3u8
八大第一台,http://123.51.230.108:18539/.m3u8
人间卫视,http://123.51.230.108:18561/.m3u8
民视新闻台,http://123.51.230.108:18663/.m3u8
东森财经,http://123.51.230.108:18515/.m3u8
龙华日韩,http://123.51.230.108:18551/.m3u8
东风37,http://123.51.230.108:18560/.m3u8
大愛1台,https://pulltv1.wanfudaluye.com/live/tv1.m3u8
大愛2台,https://pulltv1.wanfudaluye.com/live/tv2.m3u8
大愛2台,https://pulltv2.wanfudaluye.com/live/tv2.m3u8


春风,#genre#
